date,open,high,low,close,volume,dividends,stock_splits,daily_return,ticker,RSI,bb_pos,bb_width,volume_change,ma_50,price_percentile_60,price_vs_ma50,price_vs_ma252,c_10d_trend,3d_P,vc_5d_mean,vc_5d_trend,volume_momentum_5d,rsi_50,rsi_5d_trend,overbought,oversold,bb_5d_mean,bb_breakout_up,bb_breakout_down,amplitude,amp_5d_mean,amp_percentile,momentum_5d,volatility_22d,market_uptrend,market_volatility,momentum_10d_percentile
2023-07-03,67.12000274658203,68.62999725341797,66.83999633789062,68.0999984741211,8617900,0.0,0.0,0.0205304218232913,PYPL,0.3927651517059712,0.8239053218680831,0.10682319298327356,-0.49027923180202404,66.38949981689453,0.5833333333333334,0.02576459623802263,,-0.0030502356916546998,0.0313493826002198,-0.021612158911891544,6.773781457649302,-0.2950247046889827,-0.06650637129353072,0.053410998057849914,0.25,0.0,0.6585011072443063,0,0,0.02682452907956213,0.020865168120929624,0.7,0.0249851616683779,0.23713336704349594,0.0,0.009301099433542617,0.859504132231405
2023-07-05,68.04000091552734,68.9000015258789,67.0,68.8499984741211,13980600,0.0,0.0,0.0110132161057978,PYPL,0.449820102701303,0.8792608548284427,0.11221257273443795,0.6222745680502211,66.28289978027344,0.6333333333333333,0.038729426478888884,,-3.067100494685201e-05,0.045399299059520226,0.034998116106483554,2.589622520840848,-0.1460247263487099,-0.06306470212667818,0.053915034869651726,0.3,0.0,0.7054139799643622,0,0,0.02790016987446677,0.022471693226709576,0.75,0.0391591104165,0.2340933829784037,0.0,0.009068822377460492,0.4214876033057851
2023-07-06,67.70999908447266,67.8499984741211,65.62999725341797,66.13999938964844,17447500,0.0,0.0,-0.0393609171319193,PYPL,0.19010649356082296,0.5060558089528941,0.11117479704177986,0.24797934280359923,66.11989974975586,0.5,0.00030398775510320775,,0.00010222858526399933,-0.008841659487551223,0.09657355855305172,1.0847623397610402,0.13364651150702378,-0.1046926552314892,0.012169865809847349,0.3,0.0,0.6862414000937193,0,0,0.03224402715909377,0.02632348652879384,0.8,0.0028180418048779077,0.27316740165541564,0.0,0.009241166699214862,0.18181818181818182
2023-07-07,66.19000244140625,67.66000366210938,65.9800033569336,66.79000091552734,12341800,0.0,0.0,0.0098276615040404,PYPL,0.08426827265762199,0.5783613270931974,0.10731968912318643,-0.2926321822610689,66.02009979248047,0.5833333333333334,0.011661617075207298,,0.0015176181853059339,-0.019236381614480713,0.044497812782162895,-0.26360604448340086,-0.17136872071007503,-0.05901033237104827,-0.05355072378600661,0.3,0.0,0.6899364878118137,0,0,0.025400670104008465,0.02619388672222529,0.5,0.015220262934665406,0.2735729117056279,0.0,0.0087268161758225,0.17355371900826447
2023-07-10,66.80000305175781,69.36000061035156,66.69000244140625,69.27999877929688,14872000,0.0,0.0,0.0372809975990082,PYPL,0.20067698912129386,0.8806014049338199,0.11045553776907967,0.2050106143350241,65.96449981689453,0.7,0.05026186769558727,,0.003649284983698566,0.006245465718309529,0.058470622225150294,0.8135246793358094,-0.12036954888774543,-0.02112996082131815,-0.05933612156383279,0.3,0.0,0.7336369435352874,0,0,0.039976016354936014,0.030469082514413427,0.95,0.03929137990021841,0.29847305739217683,0.0,0.008316498348373709,0.6942148760330579
2023-07-11,69.63999938964844,70.7300033569336,69.41000366210938,70.62000274658203,14799000,0.0,0.0,0.0193418589909906,PYPL,0.13213566714091343,0.9934548865195288,0.11455816366395043,-0.0049085529854761,65.89149993896484,0.7166666666666667,0.0717619543036232,,0.005919292564315905,0.06773515872808966,0.15554475798845988,-0.8340589469663908,0.7172396987665208,-0.03367653620493428,-0.0515764899550409,0.3,0.0,0.7675468564655765,0,0,0.019053113713660714,0.028914799441233145,0.3,0.03810281706791771,0.296105721698922,0.0,0.00811858254372165,0.8099173553719008
2023-07-12,71.72000122070312,71.87000274658203,70.27999877929688,70.58999633789062,14458500,0.0,0.0,-0.0004248995684562,PYPL,0.1882140960116415,0.938437475387344,0.1156121873380099,-0.02300831137239001,65.78329986572265,0.7166666666666667,0.07306864328757356,,0.007182680745125738,0.05689467540462112,0.026488182103937663,-0.9598683597036631,0.03418308227114708,-0.06091605979995023,0.003803239451508858,0.3,0.0,0.7793821805773569,0,0,0.022514923611527494,0.02783775018864529,0.35,0.026664701393663705,0.2965642451349472,0.0,0.008401306928856564,0.859504132231405
2023-07-13,71.37000274658203,72.73500061035156,71.0,72.38999938964844,14536300,0.0,0.0,0.025499407070965,PYPL,0.262936486165527,1.0743312262426505,0.12265790615771377,0.005380917799218343,65.72889984130859,0.8333333333333334,0.10134202100479328,,0.008872260703551953,0.04489030983183184,-0.022031502896938514,-1.6703684543658548,-0.16685485026508096,-0.019230975523430657,0.02938479278245854,0.3,0.0,0.8930372640353081,1,0,0.024578562124393615,0.02630465718170526,0.4,0.091525025596548,0.29897244336365736,0.0,0.00854805763774944,0.8760330578512396
2023-07-14,72.66000366210938,72.9800033569336,71.91999816894531,72.0999984741211,12202200,0.0,0.0,-0.0040060908685242,PYPL,0.3898285470945686,0.9875503415977241,0.1220375871008271,-0.1605704340169094,65.72529983520508,0.8166666666666667,0.09699002750690333,,0.009025312357702703,0.02095717459612656,0.004380846751893386,-16.455097992359903,-0.011311153964575715,0.01833430469833587,0.04123105804799448,0.3,0.0,0.9748750669362135,0,0,0.014642978269452217,0.02415311881479401,0.1,0.0776912732239834,0.3008683139704578,0.0,0.00836737166058637,0.8842975206611571
2023-07-17,72.5199966430664,73.77999877929688,71.95999908447266,73.48999786376953,13168800,0.0,0.0,0.0192787714156104,PYPL,0.4960223090495819,1.0410985340220504,0.13656858722385548,0.07921522348428978,65.76649978637695,0.8666666666666667,0.11743818057035238,,0.01000192976536664,0.041082330023046953,-0.020778231418253478,-0.1476806648137315,-0.11452393760086066,0.05318575360489902,0.07183243450780576,0.3,0.0,1.0069744927538595,1,0,0.025242714748149025,0.021206458493436615,0.5,0.0596890470405856,0.3026235874126252,0.0,0.00824811495089441,0.9173553719008265
2023-07-18,73.4800033569336,74.41000366210938,73.26000213623047,74.37000274658203,11903000,0.0,0.0,0.0119744850781433,PYPL,0.5455449488247589,1.0258492374310386,0.15306325200608836,-0.09612113480347484,65.81769989013672,0.9333333333333333,0.12993925449720756,,0.01178198022364601,0.027351890780879407,-0.03902074778185323,0.18552012786070732,-0.19568889789850663,0.060239073107089494,0.06885151767958396,0.3,0.0,1.0134533629361615,1,0,0.015648408753674157,0.020525517501439303,0.15,0.052321673127738305,0.30228633694723045,0.0,0.008099200634724453,0.9256198347107438
