date,open,high,low,close,volume,dividends,stock_splits,Capital Gains,daily_return,ticker,RSI,bb_pos,bb_width,volume_change,ma_50,price_percentile_60,price_vs_ma50,price_vs_ma252,c_10d_trend,3d_P,vc_5d_mean,vc_5d_trend,volume_momentum_5d,rsi_50,rsi_5d_trend,overbought,oversold,bb_5d_mean,bb_breakout_up,bb_breakout_down,amplitude,amp_5d_mean,amp_percentile,momentum_5d,volatility_22d,market_uptrend,market_volatility,momentum_10d_percentile
2023-07-03,38.31826481056624,38.47676070519845,38.24368122689449,38.29962158203125,4891400,0.0,0.0,0.0,0.0098327783955673,VWO,0.082352858095134,0.6651775386790902,0.04831398942742134,-0.35831977750957655,37.38001228332519,0.95,0.024601631795511336,,-0.00015962181487035748,0.014320895057961636,-0.08325412531478468,0.7381210161884735,-0.4229253674995871,0.06944107496379033,-0.0019402846882256616,0.3,0.0,0.5072419210235981,0,0,0.006145525397909109,0.005087516016804334,0.7,0.019812576335704997,0.13895563987763976,0.0,0.009301099433542617,0.256198347107438
2023-07-05,38.178417331101535,38.18773894489869,38.04789339887893,38.11315536499024,8001600,0.0,0.0,0.0,-0.0048686177392546,VWO,-0.040723142488425595,0.5459159080936504,0.0458210116896307,0.635850676697878,37.40138526916504,0.8833333333333333,0.01903058110556155,,0.000743051158050891,0.013637197862128136,0.06935193650127802,0.9976893536596607,0.08156037955178297,0.08266002572020696,-0.005892812771411266,0.3,0.0,0.5063689594232115,0,0,0.003651355816146605,0.004775090691945305,0.15,0.005510056705088798,0.1310155633003013,0.0,0.009068822377460492,0.39669421487603307
2023-07-06,37.60038443828487,37.65632123883186,37.25542423786174,37.38594818115234,7924400,0.0,0.0,0.0,-0.019080214610252,VWO,-0.28674809196150874,0.1499930876656309,0.04758389870378406,-0.009648070385922858,37.40914138793946,0.48333333333333334,-0.0006199876801930015,,0.0005112959865136943,-0.014257729835160382,0.06919032004513641,0.43263436162877017,0.0806785948068951,0.03268463748843999,-0.056660724043043786,0.3,0.0,0.441663114849269,0,0,0.010518599080315778,0.005895038800412447,1.0,-0.009635212159474302,0.13849676714584577,0.0,0.009241166699214862,0.2892561983471074
2023-07-07,37.54444572018961,38.01060471315469,37.54444572018961,37.83346557617188,6731700,0.0,0.0,0.0,0.011970203158981,VWO,-0.26055812835477454,0.38810250187701656,0.04658196695971978,-0.1505098177780021,37.4384587097168,0.75,0.010550831419578799,,0.0008674196667768115,-0.012171295344549082,-0.00874057652377407,-4.230886347694434,-0.25914553618594827,0.10923559433899513,-0.10205242604110436,0.3,0.0,0.44712986262032206,0,0,0.012468828948949668,0.007697449521998395,1.0,0.006532393695575399,0.14421215715007374,0.0,0.0087268161758225,0.4628099173553719
2023-07-10,37.6190308059015,37.861435483530606,37.57241561605314,37.84278869628906,5512800,0.0,0.0,0.0,0.0002464252210365,VWO,-0.23457989700140047,0.3914115567242191,0.04642404632784825,-0.18106867507464686,37.462955169677734,0.75,0.010138909888207648,,0.00034061558815035053,-0.007093788643632748,-0.012739132810054033,3.3900132453693104,-0.27680117542110516,0.09344821521273985,-0.10020561993476751,0.3,0.0,0.42812011860792143,0,0,0.007639264949058568,0.008084714838475945,0.8,-0.0018994255739218009,0.14199769321560196,0.0,0.008316498348373709,0.4380165289256198
2023-07-11,38.03857950591095,38.20639705609604,37.88008712879806,38.17842864990234,7374500,0.0,0.0,0.0,0.0088693239894921,VWO,0.000765691426487507,0.5733319515397473,0.046375782096313316,0.337704977506893,37.484706268310546,0.9,0.018506811194576755,,0.00038033266845096737,0.021197281527007394,0.12646581819323988,-0.6070509913577041,0.5076460726990228,0.08354950144140602,0.01617290604142388,0.3,0.0,0.4097510011800528,0,0,0.008622776981813072,0.008580165155256739,0.8,-0.0028628799799970007,0.1446184512345798,0.0,0.00811858254372165,0.4297520661157025
2023-07-12,38.68187767742781,38.96157238270232,38.65390571734257,38.90563201904297,7753200,0.0,0.0,0.0,0.019047493436912,VWO,0.1710707443674133,0.9217675163802042,0.050436002057057894,0.051352634076886616,37.51655059814453,0.9833333333333333,0.03702582990044756,,0.0018862251366309332,0.028339102076505363,0.009566209669041602,6.378871311856286,-0.031043791241751606,0.11472695148994674,0.1340518009378792,0.3,0.0,0.4849213228373636,0,0,0.008058651868076326,0.009461624365642683,0.75,0.021053231196169597,0.1567371620522879,0.0,0.008401306928856564,0.5041322314049587
2023-07-13,39.07344763983074,39.36246750314887,39.06412602459962,39.3344955444336,7400300,0.0,0.0,0.0,0.0110231733333803,VWO,0.2823590379258667,1.0360804559248102,0.05806015709174419,-0.04551668988288704,37.559382934570316,1.0,0.047261495561723876,,0.003414656504282205,0.039418523304832975,0.0023924857696487668,18.49154425719825,-0.06613749936903746,0.148866393019169,0.15037988463132868,0.25,0.0,0.6621387964891994,1,0,0.00766833651239045,0.008891571852057616,0.7,0.0511566191398019,0.16007770749221867,0.0,0.00854805763774944,0.5537190082644629
2023-07-14,39.20396776108495,39.23193971706678,39.05479703638742,39.09209060668945,8034400,0.0,0.0,0.0,-0.006162655307739,VWO,0.365685590951214,0.8962000740513206,0.06104912481251666,0.08568571544396852,37.60515647888184,0.9833333333333333,0.039540697793470025,,0.0038115870097581504,0.023931366195435455,0.04963159241404289,0.3028053430035187,0.1935172393303326,0.16165740140581333,0.13268078818953036,0.2,0.0,0.7637583109240602,0,0,0.004503494406817889,0.007298504943631261,0.15,0.0330237606730819,0.16226672090534872,0.0,0.00836737166058637,0.6198347107438017
2023-07-17,38.9429240914896,39.14803519381147,38.77510656350098,39.138710021972656,5386800,0.0,0.0,0.0,0.001192553648569,VWO,0.3547409691291435,0.9075652334425082,0.06198159762730109,-0.32953300806531916,37.65204780578613,0.9833333333333333,0.039484232673210995,,0.004370305059876401,0.0059908550724894205,0.019938725815908432,-6.5206919528428715,-0.022855898998694002,0.16498861216856042,0.07308669235529186,0.15,0.0,0.8669890462677181,0,0,0.009539746391733633,0.007678601232166274,0.9,0.033969889100614395,0.16039146476282834,0.0,0.00824811495089441,0.5950413223140496
2023-07-18,38.91494532096103,39.008175675443965,38.7471278376837,38.859004974365234,6676000,0.0,0.0,0.0,-0.0071465065519633,VWO,0.21909449530636707,0.7909475224296852,0.06178272736024912,0.23932575926338462,37.68703956604004,0.9,0.0310973061779376,,0.004801650760470374,-0.012088386122334649,0.00026288216720675716,34.97001457625553,-0.09471828598549059,0.1249389947908459,0.013173058682734,0.1,0.0,0.9105121604457057,0,0,0.00666981199977497,0.0072880082357586525,0.6,0.017954058559159,0.15978572273149394,0.0,0.008099200634724453,0.3305785123966942
2023-07-19,38.924272391389046,39.08276472753431,38.77510166939504,38.803070068359375,7513000,0.0,0.0,0.0,-0.0014394322768367,VWO,0.24583851594788228,0.7473974808397268,0.06347678774946394,0.12537447573397253,37.71293807983398,0.8833333333333333,0.028906047739311935,,0.004652286124815671,-0.007393325193015388,0.015067250498623942,3.288074191760352,-0.03098075633286901,0.09572183780398205,-0.016979104446995165,0.05,0.0,0.8756381533376102,0,0,0.0079174198706897,0.007259761836281328,0.75,-0.0025328671545897,0.15639860843928421,0.0,0.007969820193240235,0.32231404958677684
2023-07-20,38.70051449652321,38.74713323677066,38.50472859092189,38.5606689453125,16580400,0.0,0.0,0.0,-0.0062469573314646,VWO,0.22378917975999413,0.6374831179431945,0.06395489880306666,1.2068947158259018,37.73380317687988,0.85,0.02191313090166469,,0.0026852276743948894,-0.014769037516454753,0.2655495316403817,1.0157523034971834,1.240503763360945,0.07727736767454786,-0.030635525154306457,0.0,0.0,0.795918685741287,0,0,0.006247048118144283,0.006975504157432094,0.55,-0.0198029978194346,0.15734827510318203,0.0,0.008184183002615772,0.4297520661157025
2023-07-21,38.64458206950236,38.7005188737091,38.495411330766125,38.54202651977539,8739900,0.0,0.0,0.0,-0.0004834570054671,VWO,0.15569317669421948,0.61790057588601,0.06397933626851302,-0.47287761453282184,37.758931732177736,0.8333333333333334,0.02073932581440885,,0.001107425562111156,-0.008157142850130916,0.15383686564502363,0.44259855449644453,0.08780991735537191,0.0935291230086436,-0.031730196742941606,0.0,0.0,0.7402587861082249,0,0,0.005319086741826585,0.0071386226244338335,0.35,-0.0141237995171627,0.14467676816670308,0.0,0.007522307147969628,0.2396694214876033
2023-07-24,38.607285939640185,39.14803205457751,38.56999236829746,39.0547981262207,5984000,0.0,0.0,0.0,0.0133042201655435,VWO,0.18207892947570628,0.7977114486755377,0.06310664359911909,-0.3153239739585121,37.794130096435545,0.95,0.03335618590951661,,5.0889314184169946e-05,0.006487323230297548,0.15667867246638506,-1.0898430078777563,0.1108635924853345,0.12382779514941092,-0.013621225111894203,0.0,0.0,0.7182880291548308,0,0,0.014997646425868805,0.008230202631260869,1.0,-0.002012133000188201,0.15078425039577945,0.0,0.007710594938083465,0.4462809917355372
2023-07-25,39.51163769348267,39.53960609529842,39.32517338285222,39.35314178466797,6986000,0.0,0.0,0.0,0.0076391038428378,VWO,0.28750794232527993,0.8767076142363026,0.06415199398004809,0.16744652406417115,37.838262786865236,1.0,0.04003563816699818,,-0.0003842940547342001,0.020551324990740527,0.14230282542654235,-1.0105734645910882,0.046434991012582305,0.15214548523782553,0.0034150313850197945,0.0,0.0,0.7354400475161542,0,0,0.005490560001185368,0.007994352231542948,0.35,0.0127734773946129,0.15098971647402462,0.0,0.007827611031100613,0.5041322314049587
