date,open,high,low,close,volume,dividends,stock_splits,Capital Gains,daily_return,ticker,RSI,bb_pos,bb_width,volume_change,ma_50,price_percentile_60,price_vs_ma50,price_vs_ma252,c_10d_trend,3d_P,vc_5d_mean,vc_5d_trend,volume_momentum_5d,rsi_50,rsi_5d_trend,overbought,oversold,bb_5d_mean,bb_breakout_up,bb_breakout_down,amplitude,amp_5d_mean,amp_percentile,momentum_5d,volatility_22d,market_uptrend,market_volatility,momentum_10d_percentile
2023-07-03,166.93438963190124,168.05146306020526,165.80749403110397,167.64852905273438,809400,0.0,0.0,0.0,0.0088909376236778,SOXX,0.1159843534527603,0.8040756544520355,0.09830709675578683,-0.4998146088246199,149.72553497314453,0.9666666666666667,0.11970566064635935,,0.003408413239467608,0.02476988876033026,-0.15392397760583199,0.8817570350622835,-0.6675702316412025,0.2927380557446878,-0.02175544688740149,0.4,0.0,0.6987982325269779,0,0,0.013503965889592595,0.01865334507881595,0.2,0.0518540922489284,0.23795066440681387,0.0,0.009301099433542617,0.6363636363636364
2023-07-05,166.52819889049422,166.87216989709708,163.8911328269253,163.9435577392578,2821800,0.0,0.0,0.0,-0.0220996350782842,SOXX,-0.08787072604927104,0.5516260231564099,0.08953323316511158,2.4862861378799113,150.27727416992187,0.85,0.09094045420256403,,0.004397583004970364,0.001841772256356622,0.31632487145856825,1.5142920372301472,0.021059487624837114,0.26655000739419266,-0.057611735584831986,0.35,0.0,0.6665487217921899,0,0,0.01778146868937991,0.014814876191932327,0.4,-0.005183500636219997,0.24757852685096202,0.0,0.009068822377460492,0.33884297520661155
2023-07-06,161.1590563675774,162.14836657009272,159.83561235376888,161.87646484375,3454200,0.0,0.0,0.0,-0.0126085643377057,SOXX,-0.23969871604250018,0.38919886381406826,0.0840737992867868,0.22411226876461843,150.79990661621093,0.8,0.07345202312179899,,0.003119218176850658,-0.02584472814523897,0.3503787624672453,1.0897381264746697,0.18603213844252164,0.25259116325388575,-0.10855997679073096,0.3,0.0,0.6195630518855283,0,0,0.014107014927674882,0.014055775637034768,0.25,-0.010082581065746096,0.2519451975978098,0.0,0.009241166699214862,0.6198347107438017
2023-07-07,162.18114910690483,164.52010102636748,161.68321739678618,161.94528198242188,1824300,0.0,0.0,0.0,0.0004251213339647,SOXX,-0.19953714230935987,0.36733417771978666,0.07728846338829817,-0.4718603439291298,151.41512268066407,0.8,0.06954496430297796,,0.00209892160436573,-0.034019070149541975,0.34100875383799123,-0.044701034548747215,0.08939448226442126,0.31283472305009696,-0.12466304174271062,0.25,0.0,0.5712809727986258,0,0,0.017524991247613347,0.01500571143725398,0.45,-0.009938018928792496,0.24500157328565703,0.0,0.0087268161758225,0.5289256198347108
2023-07-10,162.45302051710053,165.46025484062588,162.2892376643951,165.3161163330078,1833600,0.0,0.0,0.0,0.0208146499195438,SOXX,-0.020959975962141043,0.615371750236594,0.07300428068747118,0.005097845749054475,152.0837545776367,0.9,0.08700706917789924,,0.0010157820001708393,0.008372141075119188,0.34876425992796695,-0.5586356735819477,0.1331108639228773,0.32762225141056034,-0.042202497128251006,0.25,0.0,0.5455212938757789,0,0,0.01958079381759927,0.016499646914372,0.65,-0.0045774905388035955,0.25108071855204767,0.0,0.008316498348373709,0.743801652892562
2023-07-11,165.88940949822558,166.19079275552818,162.9378540009073,165.3226776123047,2370300,0.0,0.0,0.0,3.9689290085132e-05,SOXX,0.025066734458323053,0.597309238784934,0.06855804271236925,0.29270287958115193,152.74139404296875,0.9,0.08236983594503933,,-0.00032936261751152074,0.021289152637976816,0.5072677576091212,-0.9080373965266697,1.9284655300222386,0.32369425952936326,0.049655309784013835,0.2,0.0,0.5041680107423586,0,0,0.01967708186459125,0.01773427010937173,0.7,-0.013428738872396264,0.2508623879340935,0.0,0.00811858254372165,0.628099173553719
2023-07-12,167.71403561605428,168.70662982147238,166.7673132029128,168.4019775390625,4269300,0.0,0.0,0.0,0.0186259983883096,SOXX,0.282800222576156,0.8360314925272874,0.07214727663532183,0.801164409568409,153.4128567504883,0.9833333333333333,0.09770446301611235,,0.001160847240985174,0.03986961199241024,0.17024341194682086,1.127014245765469,0.5129704443971932,0.3242558110747797,0.13094965828586408,0.15,0.0,0.561049104616534,0,0,0.011730493641697752,0.0165240750998353,0.1,0.02729689459419754,0.25559514309042586,0.0,0.008401306928856564,0.4214876033057851
2023-07-13,170.1873383665211,172.27077873135843,169.5321619329106,171.88095092773438,2791200,0.0,0.0,0.0,0.0206587442707726,SOXX,0.34535565171975124,1.035126041471845,0.08184970797738891,-0.3462160073079896,154.12949432373046,1.0,0.11517235349334976,,0.003012551568574255,0.039710796142237825,0.05617775673229923,1.86435930870743,-0.19194024665624454,0.33504157764257114,0.12825475804343414,0.1,0.0,0.6902345401480894,1,0,0.01626237909119905,0.016955147932540136,0.4,0.06056420320267583,0.26270522777653615,0.0,0.00854805763774944,0.6776859504132231
2023-07-14,171.90057957456756,173.4402311722966,169.03093100094628,169.73196411132812,5124900,0.0,0.0,0.0,-0.0125027631323134,SOXX,0.38390981825144394,0.8693546592913919,0.0827996590811446,0.8360920034393808,154.82258422851564,0.9833333333333333,0.09629977407434609,,0.003561323369838188,0.02667079049713661,0.31776822620600137,0.3219546021660078,1.8092419010031247,0.32527238958765453,0.0939159004237478,0.05,0.0,0.7906386364624105,0,0,0.02565322188148794,0.018580794059315054,0.95,0.04763631873639774,0.2472815200547124,0.0,0.00836737166058637,0.5785123966942148
2023-07-17,169.79419357338205,174.6522844232215,168.74920453452637,173.7940216064453,2926200,0.0,0.0,0.0,0.0239321892984922,SOXX,0.4479813862604681,1.0609534254001252,0.09506941427152062,-0.42902300532693316,155.62792846679687,1.0,0.11672771923790126,,0.005996772126644911,0.0320188880568939,0.23094405599080386,-0.6098984318528147,0.5958769633507854,0.36736248126758797,0.07300865694465467,0.05,0.0,0.8797549714951167,1,0,0.03477883449709717,0.02162040219521463,0.95,0.050753858115346134,0.2557882622647938,0.0,0.00824811495089441,0.7024793388429752
