date,open,high,low,close,volume,dividends,stock_splits,daily_return
2023-03-03,8.970000267028809,9.699999809265137,8.920000076293945,9.569999694824219,60775100,0.0,0.0,0.0
2023-03-06,9.5,9.640000343322754,9.300000190734863,9.3100004196167,35308800,0.0,0.0,-0.027168159195254282
2023-03-07,9.1899995803833,9.260000228881836,8.869999885559082,8.970000267028809,45081500,0.0,0.0,-0.036519885850003986
2023-03-08,8.869999885559082,9.180000305175781,8.670000076293945,9.180000305175781,39709100,0.0,0.0,0.02341137479325095
2023-03-09,9.010000228881836,9.170000076293945,8.720000267028809,8.789999961853027,48894300,0.0,0.0,-0.04248369611740288
2023-03-10,8.779999732971191,8.8100004196167,8.329999923706055,8.510000228881836,46631300,0.0,0.0,-0.031854349736784804
2023-03-13,8.350000381469727,8.6899995803833,8.029999732971191,8.550000190734863,43877100,0.0,0.0,0.0047003479174152485
2023-03-14,8.510000228881836,8.5600004196167,8.350000381469727,8.420000076293945,36783100,0.0,0.0,-0.015204691408286952
2023-03-15,8.210000038146973,8.319999694824219,8.069999694824219,8.25,40281700,0.0,0.0,-0.020190032631065113
2023-03-16,8.130000114440918,8.539999961853027,8.100000381469727,8.5,27563000,0.0,0.0,0.030303030303030276
2023-03-17,8.539999961853027,8.739999771118164,8.180000305175781,8.260000228881836,38374700,0.0,0.0,-0.028235267190372282
2023-03-20,8.100000381469727,9.0600004196167,8.069999694824219,8.75,56190600,0.0,0.0,0.05932200454484682
2023-03-21,8.960000038146973,9.369999885559082,8.90999984741211,9.270000457763672,52342800,0.0,0.0,0.059428623744419706
2023-03-22,9.5,9.529999732971191,9.0600004196167,9.09000015258789,36811700,0.0,0.0,-0.019417507690091873
2023-03-23,9.350000381469727,9.460000038146973,9.130000114440918,9.270000457763672,30132800,0.0,0.0,0.01980201343830945
2023-03-24,9.220000267028809,9.229999542236328,8.829999923706055,9.069999694824219,28665700,0.0,0.0,-0.02157505426787243
2023-03-27,9.029999732971191,9.130000114440918,8.84000015258789,8.930000305175781,20452500,0.0,0.0,-0.015435434879708776
2023-03-28,9.149999618530273,9.270000457763672,9.029999732971191,9.199999809265137,31341500,0.0,0.0,0.030235105807652207
2023-03-29,9.300000190734863,9.949999809265137,9.260000228881836,9.829999923706055,56384500,0.0,0.0,0.06847827472849044
2023-03-30,10.0,10.75,9.9399995803833,10.460000038146973,66081900,0.0,0.0,0.06408953401124728
2023-03-31,10.3100004196167,10.600000381469727,10.199999809265137,10.510000228881836,35906300,0.0,0.0,0.004780132940011006
2023-04-03,10.40999984741211,10.510000228881836,9.670000076293945,9.800000190734863,56526200,0.0,0.0,-0.06755471195860385
2023-04-04,9.619999885559082,9.789999961853027,9.119999885559082,9.210000038146973,53384400,0.0,0.0,-0.06020409603110921
2023-04-05,9.1899995803833,9.1899995803833,8.75,8.960000038146973,33805900,0.0,0.0,-0.0271444081394705
2023-04-06,8.9399995803833,9.069999694824219,8.829999923706055,9.010000228881836,23019800,0.0,0.0,0.005580378406471853
2023-04-10,8.859999656677246,9.079999923706055,8.779999732971191,9.050000190734863,26228700,0.0,0.0,0.004439507307092638
2023-04-11,9.1899995803833,9.789999961853027,9.180000305175781,9.520000457763672,44751300,0.0,0.0,0.05193373006886581
2023-04-12,9.5600004196167,9.5600004196167,8.960000038146973,9.010000228881836,48106800,0.0,0.0,-0.05357145003768615
2023-04-13,9.210000038146973,9.279999732971191,9.020000457763672,9.100000381469727,25070000,0.0,0.0,0.00998891790250922
2023-04-14,9.069999694824219,9.449999809265137,9.0,9.270000457763672,30953500,0.0,0.0,0.018681326282152133
2023-04-17,9.539999961853027,10.029999732971191,9.510000228881836,9.829999923706055,48549500,0.0,0.0,0.060409863893089666
2023-04-18,9.779999732971191,9.8100004196167,9.449999809265137,9.470000267028809,26812000,0.0,0.0,-0.0366225492849771
2023-04-19,9.15999984741211,9.199999809265137,8.770000457763672,8.789999961853027,60655900,0.0,0.0,-0.07180573241832966
2023-04-20,8.539999961853027,8.579999923706055,8.15999984741211,8.279999732971191,59580500,0.0,0.0,-0.05802050410638704
2023-04-21,8.300000190734863,8.380000114440918,8.050000190734863,8.329999923706055,34188200,0.0,0.0,0.006038670573352833
2023-04-24,8.380000114440918,8.399999618530273,8.15999984741211,8.289999961853027,29843600,0.0,0.0,-0.0048019162328192255
2023-04-25,8.15999984741211,8.15999984741211,7.599999904632568,7.900000095367432,88508400,0.0,0.0,-0.047044616197853495
2023-04-26,8.09000015258789,8.199999809265137,7.650000095367432,7.679999828338623,56070100,0.0,0.0,-0.027848134730759977
