date,open,high,low,close,volume,dividends,stock_splits,Capital Gains,daily_return
2023-03-03,67.38788977567705,67.50875401655368,66.82074501864616,67.44367218017578,12384300,0.0,0.0,0.0,0.0
2023-03-06,67.25772387490996,67.72259619506295,67.22983267064296,67.62033081054688,8356000,0.0,0.0,0.0,0.002619350706455359
2023-03-07,67.62962207997616,67.85276589735986,66.8393405668941,66.95091247558594,10059400,0.0,0.0,0.0,-0.009899660751978012
2023-03-08,66.88583045692836,67.13685838407902,66.65339430114909,67.0624771118164,11170800,0.0,0.0,0.0,0.0016663646857859593
2023-03-09,67.32279852525892,67.43436331865577,66.24429156650817,66.43953704833984,15612700,0.0,0.0,0.0,-0.009288950994725487
2023-03-10,66.56970858708388,66.83003592702465,65.87240017221906,66.1141357421875,19026300,0.0,0.0,0.0,-0.0048977058030309495
2023-03-13,66.04905446470211,67.48086193984989,66.0118638310555,66.44884490966797,29831400,0.0,0.0,0.0,0.005062596125973151
2023-03-14,66.64409460682938,67.09037514526247,66.41165845196369,67.05318450927734,19139200,0.0,0.0,0.0,0.009094809705585183
2023-03-15,66.61619543737486,67.57383114596749,66.467432911223,67.49015045166016,21438000,0.0,0.0,0.0,0.0065167067840357085
2023-03-16,67.44365570722572,67.60171054362635,67.06245712055616,67.53662872314453,15712500,0.0,0.0,0.0,0.0006886674747845767
2023-03-17,67.44365939290125,67.55523127413291,66.74635109532377,67.04386901855469,13283900,0.0,0.0,0.0,-0.007296184513589377
2023-03-20,67.30078390420206,68.03881389065876,67.2727586218979,67.97341918945312,14130900,0.345,0.0,0.0,0.013864805007616443
2023-03-21,68.07617255615857,68.2256430806661,67.4409067901564,67.91735076904297,12499700,0.0,0.0,0.0,-0.0008248580265454164
2023-03-22,68.03880160035557,68.32840563516916,67.28208347739523,67.29142761230469,11942200,0.0,0.0,0.0,-0.009215953650294373
2023-03-23,67.46894321612079,67.71184087700279,66.77762678013596,67.02986145019531,12160300,0.0,0.0,0.0,-0.0038870651343047014
2023-03-24,67.2073696159054,68.23500377657146,67.132630771769,68.16960906982422,12352500,0.0,0.0,0.0,0.017003580120417805
2023-03-27,68.40315377966306,68.84223552290803,68.39380964348044,68.53394317626953,10865500,0.0,0.0,0.0,0.005344523922267808
2023-03-28,68.63671436101076,69.0290825912419,68.56197551882723,68.6553955078125,11593400,0.0,0.0,0.0,0.0017721486013229093
2023-03-29,69.03842163085938,69.11316046752448,68.86091867565166,69.03842163085938,9483400,0.0,0.0,0.0,0.00557896608436681
2023-03-30,69.2159232367602,69.41211448125621,69.01973911975254,69.23461151123047,10737800,0.0,0.0,0.0,0.002841749213504663
2023-03-31,69.58960725287385,69.82316078102718,69.46816198412981,69.79513549804688,10338700,0.0,0.0,0.0,0.008096008262074017
2023-04-03,69.84184786221553,70.30895491054699,69.58026905554799,70.15947723388672,9607700,0.0,0.0,0.0,0.005220159445783246
2023-04-04,70.13145640915239,70.43040465398707,69.8698775858581,70.01934814453125,7272900,0.0,0.0,0.0,-0.001997293806627498
2023-04-05,70.21553932382673,70.65461398966674,70.21553932382673,70.34632873535156,12409900,0.0,0.0,0.0,0.0046698605383381775
2023-04-06,70.28093661822312,70.52382717572219,69.98198836265696,70.40238189697266,8616800,0.0,0.0,0.0,0.000796817156329066
2023-04-10,70.15948421198496,70.42106304466927,69.72974654007665,70.40238189697266,9423400,0.0,0.0,0.0,0.0
2023-04-11,70.53316368917052,70.80408663016256,70.47711312465074,70.60790252685547,12944300,0.0,0.0,0.0,0.002919228360534376
2023-04-12,70.59856797542176,70.83212152928084,70.1968555776846,70.29027557373047,10386400,0.0,0.0,0.0,-0.004498461811752508
2023-04-13,70.31829762055219,70.7200099997843,69.99132408570942,70.68264770507812,12919000,0.0,0.0,0.0,0.005582168061584625
2023-04-14,70.49578592677051,70.80407825011697,70.03802307323267,70.23420715332031,8789700,0.0,0.0,0.0,-0.006344422093933488
2023-04-17,70.37435531758845,70.69198471501042,70.29027233577831,70.68264770507812,9683400,0.0,0.0,0.0,0.006384930789905097
2023-04-18,70.67328972271588,70.96289377863035,70.44908036095909,70.89749908447266,7233100,0.0,0.0,0.0,0.003039662298602641
2023-04-19,70.98158845876449,71.05632016777291,70.63592668558557,70.85079193115234,6283600,0.0,0.0,0.0,-0.000658798320440912
2023-04-20,70.59857309834838,71.24318323457145,70.56120367172059,71.01896667480469,7329500,0.0,0.0,0.0,0.0023736466321471195
2023-04-21,71.4953988328787,71.90645528835444,71.38329771046709,71.53276824951172,10431000,0.0,0.0,0.0,0.007234709244077431
2023-04-24,71.53276076787213,71.86907835490625,71.53276076787213,71.8223648071289,8723100,0.0,0.0,0.0,0.004048446113633641
2023-04-25,71.80368933183634,72.28014047232115,71.64487466083716,71.72895050048828,12179700,0.0,0.0,0.0,-0.0013006297814264212
2023-04-26,71.39263588965896,71.67290295525851,71.1310570964261,71.16842651367188,8778800,0.0,0.0,0.0,-0.007814473555033952
2023-04-27,71.20580558345334,72.03725562929098,71.15909202369183,71.96251678466797,11287800,0.0,0.0,0.0,0.011157901191528374
2023-04-28,72.14935880005301,72.47633231282273,71.97185583848315,72.34554290771484,9757600,0.0,0.0,0.0,0.0053225781998842425
2023-05-01,72.224085490712,72.70053664904553,72.20540434591878,72.4015884399414,10860800,0.0,0.0,0.0,0.0007746922612503759
2023-05-02,72.33619558831833,72.37356500634614,71.47672035614177,72.20540618896484,19136000,0.0,0.0,0.0,-0.0027096401502199052
2023-05-03,71.99053172106308,72.28947992909355,71.598163534427,71.61685180664062,11656600,0.0,0.0,0.0,-0.008151112408175454
2023-05-04,71.69158861580824,71.80369687460698,71.20580041598973,71.4393539428711,11682600,0.0,0.0,0.0,-0.002478437117687915
2023-05-05,71.55144069625958,72.15868116962665,71.46736486467117,72.10263061523438,10479400,0.0,0.0,0.0,0.009284471873775457
2023-05-08,71.85040931491409,71.98119871773704,71.6448810740529,71.88777160644531,8069200,0.0,0.0,0.0,-0.0029799052677512705
2023-05-09,71.89711247259052,71.89711247259052,71.53276956308738,71.66355895996094,6939500,0.0,0.0,0.0,-0.003118926090960872
2023-05-10,71.68224916460558,71.99053439269609,71.05632031699544,71.55145263671875,12259100,0.0,0.0,0.0,-0.0015643421129115653
2023-05-11,71.53276577464199,71.81303282594929,71.14039760480152,71.76631927490234,11790600,0.0,0.0,0.0,0.0030029668198983117
2023-05-12,71.84107208118736,72.07462562688207,71.69159439074824,72.04660034179688,7012000,0.0,0.0,0.0,0.003905468048610805
2023-05-15,72.1586989543528,72.25211894386038,71.55145833132106,71.86909484863281,8652200,0.0,0.0,0.0,-0.0024637594601543134
2023-05-16,71.76631722174078,71.76631722174078,71.15907671293894,71.2618408203125,11310700,0.0,0.0,0.0,-0.008449445893249141
2023-05-17,71.44868853353884,71.45802554157524,70.78539033362814,71.22447204589844,10891300,0.0,0.0,0.0,-0.000524386880606853
2023-05-18,70.96289816971378,71.05631814893587,70.44908472024848,70.87882232666016,10765300,0.0,0.0,0.0,-0.004852962883537204
2023-05-19,71.02830123687382,71.11238421732212,70.60790771709748,70.925537109375,10457600,0.0,0.0,0.0,0.0006590795555201368
2023-05-22,70.7386886497919,70.86013390978414,69.81381874065085,69.85118103027344,14575700,0.0,0.0,0.0,-0.015147662222772973
2023-05-23,69.66433767116852,69.72038823035352,69.24394422230661,69.33736419677734,13700400,0.0,0.0,0.0,-0.007355878968938301
2023-05-24,69.36539772539746,69.41211128193166,68.83289596735251,68.88894653320312,11901800,0.0,0.0,0.0,-0.006467186469644615
2023-05-25,68.2817083415742,68.60868899385856,67.85197069077246,68.36579132080078,17725000,0.0,0.0,0.0,-0.007594182212529499
2023-05-26,68.3004017123952,68.71145824709076,68.06684815904342,68.59934997558594,15531000,0.0,0.0,0.0,0.0034163088040508605
2023-05-30,68.19762161312251,68.36578041726806,67.59038109106989,67.81459045410156,22766900,0.0,0.0,0.0,-0.011439751568544931
2023-05-31,67.89868739928598,68.26303036203312,67.55302558418467,67.88934326171875,22328600,0.0,0.0,0.0,0.0011023115691863872
2023-06-01,67.87064425425531,67.94538308014877,67.48761311716642,67.8332748413086,13836100,0.0,0.0,0.0,-0.0008258795521707274
2023-06-02,67.86132052459463,68.81422302255076,67.84263937624735,68.76750946044922,14719800,0.0,0.0,0.0,0.013772512403775306
2023-06-05,68.66473646651035,69.15986879995242,68.3938135217521,68.5152587890625,9629600,0.0,0.0,0.0,-0.003668166454854682
2023-06-06,68.58066558508602,68.71145499858052,67.77724082934076,68.16960906982422,10796900,0.0,0.0,0.0,-0.0050448575302390886
2023-06-07,67.7305316438381,68.13224404765283,67.52500337293444,67.94540405273438,13595100,0.0,0.0,0.0,-0.003288929189254941
2023-06-08,68.02011556797552,68.43117198767337,67.86130090672383,68.41249084472656,8881300,0.0,0.0,0.0,0.006874442775109069
2023-06-09,68.17893927020467,68.51524974509364,68.03880574796683,68.30038452148438,8756200,0.0,0.0,0.0,-0.0016386820865305074
2023-06-12,68.38444896617743,68.44984364866274,67.9360303227028,68.28168487548828,11357600,0.0,0.0,0.0,-0.0002737853692494907
2023-06-13,68.1882713233368,68.6647224133296,68.09485135779556,68.56195831298828,8401800,0.0,0.0,0.0,0.0041046649333724705
2023-06-14,68.87961147143606,69.21592200353687,68.6740832208552,68.98236846923828,13849900,0.0,0.0,0.0,0.00613182829946024
2023-06-15,69.22525730181154,69.84184197482763,69.09446790950278,69.6736831665039,16251200,0.0,0.0,0.0,0.010021614400988588
2023-06-16,69.88856377410863,70.11278031952418,69.6923796424867,69.75777435302734,12672900,0.0,0.0,0.0,0.0012069289680363138
2023-06-20,69.66933145652312,69.88572102998882,69.20831385069125,69.22713470458984,9731800,0.526,0.0,0.0,-0.007606889029344033
2023-06-21,69.1895001461622,69.69755553042475,68.92606561611181,69.47174835205078,13633500,0.0,0.0,0.0,0.003533493744971139
2023-06-22,69.82926685184673,69.9797977798975,69.60346687074458,69.87630462646484,17247600,0.0,0.0,0.0,0.005823320760029782
2023-06-23,69.9892047722884,69.9892047722884,69.37765630784024,69.41529083251953,9706900,0.0,0.0,0.0,-0.00659756975429282
2023-06-26,69.41529379918559,69.53760780413364,68.92605931354917,69.5093765258789,8955400,0.0,0.0,0.0,0.0013554029988345206
2023-06-27,69.32121024528395,69.78222062521634,69.30239657139057,69.71636199951172,8965400,0.0,0.0,0.0,0.002977806505799263
2023-06-28,69.39648691137594,69.44352469029647,68.86961066987645,69.2459487915039,12800400,0.0,0.0,0.0,-0.006747529482549641
2023-06-29,68.9072468924794,69.29299545058754,68.68144688517745,69.18009185791016,10018000,0.0,0.0,0.0,-0.0009510582892299224
2023-06-30,69.34003739988606,69.88572736355835,69.2835891891797,69.78223419189453,14266200,0.0,0.0,0.0,0.008703982862889648
2023-07-03,69.67873591854297,70.32791900634766,69.49057044459657,70.32791900634766,12817100,0.0,0.0,0.0,0.00781982435461348
2023-07-05,70.03625277381376,70.27146317976768,69.95157329508335,70.20560455322266,17579200,0.0,0.0,0.0,-0.001739201939331636
2023-07-06,69.88572776312397,70.0644900021205,69.66933816881024,70.02685546875,14881300,0.0,0.0,0.0,-0.0025460799833600944
2023-07-07,69.85750077711604,69.85750077711604,69.0671971430828,69.1142349243164,16405400,0.0,0.0,0.0,-0.013032436460621244
2023-07-10,69.2177276815475,69.77282805001263,69.01074134679958,69.09542083740234,11953600,0.0,0.0,0.0,-0.000272217249234763
2023-07-11,69.15185336708869,69.30239145933882,68.78492573979314,69.19889831542969,9812500,0.0,0.0,0.0,0.0014976025440360807
2023-07-12,69.32122166913125,69.54702168332203,69.20831807300934,69.35885620117188,12680900,0.0,0.0,0.0,0.002311566941615828
2023-07-13,69.48116089539984,69.77282671517058,69.19891268091395,69.6505126953125,10581500,0.0,0.0,0.0,0.004205036099423021
2023-07-14,69.66932973120946,70.00803331247047,69.46234341176634,69.8857192993164,12475600,0.0,0.0,0.0,0.003376954381266728
2023-07-17,69.62227799759188,69.91393659492957,69.42470212410007,69.67872619628906,9496300,0.0,0.0,0.0,-0.002961879839009751
2023-07-18,69.6128807275528,70.19620521051922,69.38708071203966,69.60347747802734,10124100,0.0,0.0,0.0,-0.0010799382016505321
2023-07-19,69.82928120953187,70.3843744393022,69.78223624718879,70.30911254882812,14718700,0.0,0.0,0.0,0.010137928396229068
2023-07-20,70.37496015643202,71.00532235590657,70.22442204297715,70.91123962402344,16106300,0.0,0.0,0.0,0.008563997657873301
2023-07-21,71.02414362654591,71.35343681237839,70.93947131221174,71.1558609008789,13836800,0.0,0.0,0.0,0.0034496827040744193
2023-07-24,71.13703706690931,71.53218883348933,71.07117843914598,71.42869567871094,10692500,0.0,0.0,0.0,0.0038343261451379007
