date,open,high,low,close,volume,dividends,stock_splits,daily_return
2023-03-03,240.94494283292318,243.8184439864191,238.57740675683922,243.73252868652344,2314700,0.0,0.0,0.0
2023-03-06,244.05712949567328,244.1048650777949,240.17169783412928,242.46286010742188,2317100,0.0,0.0,-0.005209270120585918
2023-03-07,242.52967414765197,243.19792854529882,234.79697657913667,234.97836303710938,3018400,0.0,0.0,-0.030868633105278653
2023-03-08,236.7444676711396,239.72298118698154,235.56069238227414,237.4413604736328,2068600,0.0,0.0,0.010481805238103936
2023-03-09,237.66095042213033,238.78744895867757,229.6991449170985,230.0332794189453,2518800,0.0,0.0,-0.031199623519298947
2023-03-10,225.59409809339195,227.33157393052275,215.56069808394773,216.7158203125,5767500,0.0,0.0,-0.05789361930623549
2023-03-13,212.4867595323649,217.9760166860174,211.49391182017848,214.5106201171875,4885100,0.0,0.0,-0.010175538602270273
2023-03-14,218.60605555107853,219.17883876775193,212.1239517493569,215.4365997314453,3754900,0.0,0.0,0.004316707553928767
2023-03-15,209.45093175725268,211.15021349481918,202.9306624261354,207.40797424316406,5471700,0.0,0.0,-0.03726676664173778
2023-03-16,205.8900669992005,209.84233091605577,203.64664057653582,208.79222106933594,3555000,0.0,0.0,0.006674028957772915
2023-03-17,207.54161524133153,207.54161524133153,201.84233404941293,205.25999450683594,7203000,0.0,0.0,-0.016917424147363302
2023-03-20,207.4938758396702,211.80889775300216,206.6633176622477,210.31964111328125,3464200,0.0,0.0,0.024649940279896088
2023-03-21,213.8996243784801,215.75165418313816,213.4700332901588,214.7206268310547,3074600,0.0,0.0,0.02092522455096346
2023-03-22,214.95927387330244,216.31487976120977,209.89006736823376,209.97598266601562,2930200,0.0,0.0,-0.022096825233153816
2023-03-23,210.51057659669502,215.08337368441767,207.73254679336262,209.48910522460938,2957400,0.0,0.0,-0.0023187291957131873
2023-03-24,207.01657806319793,207.57026416941696,203.4748078400989,207.1693115234375,2976800,0.0,0.0,-0.011073576827227538
2023-03-27,205.18361790403893,209.0308839381745,204.21942335680134,208.11441040039062,3209500,0.0,0.0,0.004561963690487003
2023-03-28,208.2576054956738,210.55832337763195,207.8375702920784,210.1764678955078,1802000,0.0,0.0,0.009908287903514168
2023-03-29,212.63949068759322,213.09772021313418,211.4557152991872,212.8876953125,1857300,0.0,0.0,0.012899766772844101
2023-03-30,214.84474692838697,216.07624338402036,213.83281667229892,214.3578643798828,1921100,0.0,0.0,0.006905843314357618
2023-03-31,216.1144060259622,218.67286972764919,214.70150873678787,218.4628448486328,2746700,0.0,0.0,0.019150127664433025
2023-04-03,219.57981788222182,223.2456979187499,218.48197232600097,219.4461669921875,2242500,0.0,0.0,0.004501095571816771
2023-04-04,218.52014881296526,219.08340536755532,206.4437896061015,207.58937072753906,4282100,0.0,0.0,-0.05403054620257075
2023-04-05,206.3960757071594,207.99990109914225,201.95694293267385,203.84715270996094,4265300,0.0,0.0,-0.018027021347300942
2023-04-06,203.02610075949787,203.3411380735496,199.46524828885342,199.684814453125,4180100,0.0,0.0,-0.020418917809257864
2023-04-10,200.68720239063893,206.29101216741793,199.8280203137419,205.75640869140625,3839000,0.0,0.0,0.03040588867465699
2023-04-11,206.36742029208716,212.79223348833636,206.36742029208716,210.59654235839844,3882000,0.0,0.0,0.023523610748141577
2023-04-12,212.07624034921886,213.09772644735568,209.91872897677655,210.50106811523438,2385100,0.0,0.0,-0.0004533514277816897
2023-04-13,209.9664500781029,212.1048641569453,206.83518840535217,211.6179962158203,2909100,0.0,0.0,0.005306044812915189
2023-04-14,212.87813620197352,215.5893479708307,211.39842073205446,213.53683471679688,2246900,0.0,0.0,0.009067463709559132
2023-04-17,214.80652704784245,216.6299182896653,214.128731383551,215.02610778808594,1751800,0.0,0.0,0.006974314634120127
2023-04-18,215.3316060845934,217.18363590387693,213.89962606764476,214.98793029785156,2567100,0.0,0.0,-0.00017754816206783097
2023-04-19,214.60608211290696,214.940202054822,212.32446112402025,214.46287536621094,2078400,0.0,0.0,-0.002442253064686928
2023-04-20,212.33398806860507,214.05236694488346,210.9115493885753,212.1907958984375,2826800,0.0,0.0,-0.010594278678273339
2023-04-21,211.80687140861312,212.1140257600566,208.76419501351344,211.42294311523438,2712500,1.2,0.0,-0.00361869033928619
2023-04-24,211.67246208512265,214.7055449267278,211.67246208512265,214.4559783935547,2790700,0.0,0.0,0.014345819018644512
2023-04-25,213.428951263022,214.26400318313173,209.50322889087985,209.84877014160156,2505600,0.0,0.0,-0.021483235330927886
2023-04-26,208.9849454058824,211.5381109366484,207.43960991577933,207.50680541992188,3254700,0.0,0.0,-0.011160249927123167
2023-04-27,202.02610992422044,207.40119293262973,195.84476885832666,205.7214813232422,7711100,0.0,0.0,-0.008603689373304246
2023-04-28,204.67528105945,211.70126771650246,204.44491531895227,210.011962890625,4669500,0.0,0.0,0.020855778112161882
2023-05-01,210.53026262923962,213.04504097224626,207.833127889222,208.5434112548828,2876400,0.0,0.0,-0.006992704679909201
2023-05-02,208.38982842640795,208.38982842640795,202.1316985942587,206.508544921875,2858000,0.0,0.0,-0.00975751916957368
2023-05-03,206.97886657714844,210.3670837373487,206.23019627605692,206.97886657714844,2635100,0.0,0.0,0.00227749246623854
2023-05-04,207.3724250620732,208.2170701895231,200.92233050121612,201.93016052246094,3211000,0.0,0.0,-0.024392374633115832
2023-05-05,205.01119023960845,207.01724222787456,203.86898404510674,206.45094299316406,2716600,0.0,0.0,0.0223878516166498
2023-05-08,207.746761990666,209.3496852405983,205.04962704604057,206.16302490234375,2414100,0.0,0.0,-0.0013946077777413635
