date,open,high,low,close,volume,dividends,stock_splits,Capital Gains,daily_return
2023-03-03,52.517726065227194,53.251052114756014,52.39145714490175,53.18791580200195,5373300,0.0,0.0,0.0,0.0
2023-03-06,53.50844374470901,53.92124185153077,53.178204518215075,53.18791580200195,5626400,0.0,0.0,0.0,0.0
2023-03-07,53.43074863690648,53.57644385721066,52.48859831587179,52.644004821777344,5464500,0.0,0.0,0.0,-0.010226213455127309
2023-03-08,52.60514755612641,52.89653426544616,52.29433457216094,52.67313766479492,4289400,0.0,0.0,0.0,0.0005533933658012913
2023-03-09,52.74112215734478,53.0907876533677,51.308468827721484,51.488155364990234,6195400,0.0,0.0,0.0,-0.02249689979256153
2023-03-10,51.37160784008995,51.63871448985184,50.478021421219445,50.75969314575195,13124300,0.0,0.0,0.0,-0.01414815143549708
2023-03-13,50.36146377122347,51.44931294008727,49.89524428678889,50.75969314575195,15248700,0.0,0.0,0.0,0.0
2023-03-14,51.64356127570909,52.29432843178738,51.5270073467035,52.197200775146484,10217800,0.0,0.0,0.0,0.02831986444966983
2023-03-15,51.75040371018812,52.82853773834747,51.47844330855606,52.76054763793945,12706500,0.0,0.0,0.0,0.01079266425070835
2023-03-16,52.62457292601028,54.01352004524371,52.4788777212638,53.94552993774414,11404200,0.0,0.0,0.0,0.022459628507581764
2023-03-17,53.770698421711025,54.08151140754425,53.2364888338841,53.43074417114258,12329700,0.0,0.0,0.0,-0.009542695515191935
2023-03-20,53.47943369565465,53.96640723275415,53.2846435377522,53.830055236816406,7192200,0.15,0.0,0.0,0.007473432606418529
2023-03-21,54.424174692062756,55.08645913537247,54.200167264960065,54.97932434082031,5008700,0.0,0.0,0.0,0.021349952158657315
2023-03-22,54.91114335848751,55.64160374760865,53.98589278920467,54.01511001586914,6751500,0.0,0.0,0.0,-0.017537762359063347
2023-03-23,54.58000359634709,55.495512653951735,54.448518639876795,54.891666412353516,7071100,0.0,0.0,0.0,0.016227985025428104
2023-03-24,54.90140646579709,55.247157300155614,54.521567625665575,55.17411422729492,5494600,0.0,0.0,0.0,0.005145550015181133
2023-03-27,55.17411630099264,55.38838218162706,54.648183864744816,54.86245346069336,3758300,0.0,0.0,0.0,-0.0056486773003304735
2023-03-28,54.75532013535584,54.75532013535584,54.131994437993036,54.41443634033203,4113000,0.0,0.0,0.0,-0.008166188205241509
2023-03-29,54.92088133915454,55.19358536290551,54.68713609460047,55.13515090942383,4815700,0.0,0.0,0.0,0.013244914724175993
2023-03-30,55.26176885893763,55.476034728529164,55.12541312243438,55.39812088012695,6365100,0.0,0.0,0.0,0.004769552025623902
2023-03-31,55.514994385544874,56.50842104670283,55.495514994308756,56.45972442626953,9690900,0.0,0.0,0.0,0.019163168881481063
2023-04-03,56.05066494816153,56.72269094589203,55.99223048944689,56.6934700012207,8983800,0.0,0.0,0.0,0.004140041017317131
2023-04-04,56.7324262108577,57.03435119000787,56.45972217505358,56.868778228759766,9755200,0.0,0.0,0.0,0.0030922119872938136
2023-04-05,56.89799694914734,56.95643512205834,56.284412852494604,56.68373107910156,12242800,0.0,0.0,0.0,-0.0032539322176720065
2023-04-06,56.596074109679805,57.565150562898275,56.25519035011239,57.394710540771484,10713900,0.0,0.0,0.0,0.012542919249224349
2023-04-10,56.96617565746682,57.2827055379664,56.67398851344588,57.268096923828125,4791100,0.0,0.0,0.0,-0.002206015428084074
2023-04-11,57.375230102996156,57.53106150828375,57.04895867869304,57.122005462646484,17443800,0.0,0.0,0.0,-0.0025510095328635796
2023-04-12,57.492102537080775,57.61871671449175,56.46945871107221,56.527896881103516,5886200,0.0,0.0,0.0,-0.010400695436568186
