date,open,high,low,close,volume,dividends,stock_splits,Capital Gains,daily_return
2023-03-03,39.014623045958935,40.36833493553502,38.90553223937414,40.12535858154297,19546300,0.0,0.0,0.0,0.0
2023-03-06,40.333623683252235,40.64106108906846,39.28239318021936,39.29230880737305,19469500,0.0,0.0,0.0,-0.020761179553747677
2023-03-07,39.28239326945244,39.798092894986645,38.627852164571834,38.63776779174805,26274200,0.0,0.0,0.0,-0.016658247771436097
2023-03-08,38.58818054199219,38.94520363636255,37.92372383658345,38.58818054199219,17547700,0.0,0.0,0.0,-0.0012833880575898737
2023-03-09,38.73693977743696,39.27247061305922,36.882403647606644,36.9815788269043,26786400,0.0,0.0,0.0,-0.04163455473987854
2023-03-10,36.6344730374987,36.96174546932161,34.97828719106328,35.722084045410156,60854100,0.0,0.0,0.0,-0.03405735561992429
2023-03-13,35.30555741262245,37.32372614933501,34.522094232997965,36.67414474487305,58533200,0.0,0.0,0.0,0.026651880059758604
2023-03-14,37.87413551812971,38.161737884456656,36.95678679546973,37.457611083984375,31615500,0.0,0.0,0.0,0.021362906880626253
2023-03-15,36.753482215599206,37.77496198932256,36.703892733532136,37.755126953125,38618400,0.0,0.0,0.0,0.007942734748181302
2023-03-16,38.21132426831304,39.15842745542426,37.606368860462446,38.91545486450195,27952200,0.0,0.0,0.0,0.030732989265737753
2023-03-17,38.72702326669281,39.04437629790698,37.77496417305031,38.360084533691406,28008200,0.0,0.0,0.0,-0.014271202347351908
2023-03-20,38.29066245925023,38.518759706034324,37.33364369385914,37.90388870239258,21337400,0.0,0.0,0.0,-0.011892461574169788
2023-03-21,38.50884588793798,40.17494743038945,38.33529025486379,40.00635528564453,28736400,0.0,0.0,0.0,0.05546836103703634
2023-03-22,40.07577246846797,40.11544254011502,38.05264421222335,38.072479248046875,33984500,0.0,0.0,0.0,-0.04833922070105667
2023-03-23,37.616287759472726,38.99479070188827,36.882406508332814,37.487361907958984,33756800,0.0,0.0,0.0,-0.01536851162951014
2023-03-24,37.07083456306072,37.655954879374,36.714802668525806,37.417938232421875,21510300,0.0,0.0,0.0,-0.0018519221413222375
2023-03-27,38.012978122456715,38.42851134316519,37.05099968729081,37.447689056396484,18408700,0.0,0.0,0.0,0.0007950952238418019
2023-03-28,37.29893252182729,37.527029763696596,36.65430708552328,36.88240432739258,14259300,0.0,0.0,0.0,-0.015095316780498358
2023-03-29,37.54686641781666,38.36999964932284,37.30884975600549,38.27082824707031,19295200,0.0,0.0,0.0,0.03764461523042706
2023-03-30,38.91545177358776,39.06420886956008,37.98818369779377,38.16173553466797,14707000,0.0,0.0,0.0,-0.0028505448509777986
2023-03-31,38.54851217995957,40.110486395601086,38.271820404482646,40.00635528564453,26759800,0.0,0.0,0.0,0.0483368936221682
2023-04-03,39.45098256488313,39.68899921453833,38.4295027978943,39.25263977050781,18304600,0.0,0.0,0.0,-0.01883989455563262
2023-04-04,39.53032533129588,39.65925118270885,38.61793252743365,39.044376373291016,15160000,0.0,0.0,0.0,-0.005305716976856001
2023-04-05,38.736941171095374,38.77462509238187,37.28405784464347,37.65595626831055,18952500,0.0,0.0,0.0,-0.03556005330207401
2023-04-06,37.376286768502226,38.35016321994117,36.872488951034335,38.25099182128906,17005200,0.0,0.0,0.0,0.015801897281234822
2023-04-10,37.59645177319046,38.21132278442383,37.23942867533029,38.21132278442383,15013200,0.0,0.0,0.0,-0.0010370721117656245
2023-04-11,38.399755117867365,38.73495703893619,38.034798748814175,38.4493408203125,14171000,0.0,0.0,0.0,0.006228992312867332
2023-04-12,39.292307824393724,39.510489447782234,37.29893389947322,37.33860397338867,21343900,0.0,0.0,0.0,-0.0288883196233376
2023-04-13,37.83446820912969,39.193136071823616,37.755128062009184,38.83611297607422,19604700,0.0,0.0,0.0,0.04010618618073747
2023-04-14,38.67743563841745,39.09396005245939,38.003059534890774,38.469173431396484,14184200,0.0,0.0,0.0,-0.009448410681671349
2023-04-17,38.10223194818264,38.756776815929875,37.895955887506645,38.64768600463867,11363800,0.0,0.0,0.0,0.004640405740989895
2023-04-18,39.10586110713369,39.15842414166221,38.360081913044475,38.56834411621094,12372300,0.0,0.0,0.0,-0.002052953142348879
2023-04-19,37.943553564495765,38.84602689091332,37.62124463467585,38.53859329223633,13336400,0.0,0.0,0.0,-0.0007713793437686967
2023-04-20,37.69562435693615,38.10818405779127,37.031167624190395,37.080753326416016,18316100,0.0,0.0,0.0,-0.037828053420777
2023-04-21,37.170006667533876,37.44273368661993,36.86256928085017,37.31876754760742,14707800,0.0,0.0,0.0,0.006418807598006504
2023-04-24,37.2691827442732,37.58653576512006,36.27249390337952,36.812984466552734,13721600,0.0,0.0,0.0,-0.013553048889126895
2023-04-25,36.6047243401036,36.68406449140587,35.61299514770508,35.61299514770508,15152500,0.0,0.0,0.0,-0.03259690395213499
2023-04-26,36.14852975872535,36.188199834309735,34.79977745402956,34.92870330810547,16821100,0.0,0.0,0.0,-0.019214666914745715
2023-04-27,35.21630078897106,35.73696011096289,34.9485372450772,35.40473175048828,13178100,0.0,0.0,0.0,0.01362857470498624
2023-04-28,35.22622015251453,35.84605087637674,34.68076987214509,35.62290954589844,13054400,0.0,0.0,0.0,0.0061623908619825585
2023-05-01,35.46423204079395,35.77662913810369,35.11216865345695,35.444400787353516,13656900,0.0,0.0,0.0,-0.005011066216107918
2023-05-02,35.26588825496135,35.41464535048286,34.54688238559534,34.61134719848633,15783200,0.0,0.0,0.0,-0.023503108258622896
2023-05-03,34.68076965923988,35.49398726130303,34.432837371217055,34.472503662109375,22461400,0.0,0.0,0.0,-0.004011503383001047
2023-05-04,34.80969096601383,35.598117591968524,34.68076890291898,35.444400787353516,15979600,0.0,0.0,0.0,0.028193401174757327
2023-05-05,36.2278656288077,37.189844141200325,36.09894355965041,37.080753326416016,18041400,0.0,0.0,0.0,0.04616674291885192
2023-05-08,37.1303363991527,37.566699627387635,36.664226291464885,37.50719451904297,14507500,0.0,0.0,0.0,0.011500337894245538
2023-05-09,37.0410817889588,37.96339018989866,36.94191038842295,37.93363952636719,8955100,0.0,0.0,0.0,0.011369685544134978
2023-05-10,38.6080149027438,39.103879462210685,38.117110048152554,38.469173431396484,19015400,0.0,0.0,0.0,0.014117651554553579
2023-05-11,38.518758256330344,38.7468554945297,38.09231444221747,38.53859329223633,11655600,0.0,0.0,0.0,0.0018045581604098082
2023-05-12,38.568346164848705,38.63776690292495,37.18984324712536,37.36835479736328,16636800,0.0,0.0,0.0,-0.030365366114927572
2023-05-15,37.29893277490187,38.55842921014479,37.160091303530365,38.25099182128906,11591400,0.0,0.0,0.0,0.023619905899310734
2023-05-16,37.80471390667317,37.85429960723952,37.16009223301776,37.3088493347168,12230700,0.0,0.0,0.0,-0.02463053745048005
2023-05-17,37.487362510507445,38.37992029203125,37.1105043601811,38.26091384887695,13639000,0.0,0.0,0.0,0.0255184636121768
2023-05-18,38.23115861688271,38.90553475284152,38.01298077276418,38.796443939208984,16548300,0.0,0.0,0.0,0.013996792979050765
2023-05-19,38.79644155323264,38.97495309489898,38.11214983227588,38.37991714477539,15071900,0.0,0.0,0.0,-0.010736210645652444
2023-05-22,38.53859420977292,40.422877267947165,38.409668364887686,40.24436950683594,22861800,0.0,0.0,0.0,0.048578853232734254
2023-05-23,39.91709714131205,40.93857692587419,39.371646881103516,39.371646881103516,23436000,0.0,0.0,0.0,-0.021685583261136232
2023-05-24,38.806363996702416,39.33197925317533,38.42950584781697,39.13363265991211,16276400,0.0,0.0,0.0,-0.006045320428433532
2023-05-25,39.32206129169005,39.3418925450072,37.84438323190103,38.062564849853516,17870500,0.0,0.0,0.0,-0.0273694961918467
2023-05-26,38.09231577488951,39.33197718878613,38.06256511156283,38.776607513427734,19082000,0.0,0.0,0.0,0.018759709609452946
2023-05-30,39.738587512950744,40.49725972219523,39.09396203961871,39.48073959350586,20511900,0.0,0.0,0.0,0.018158681876290883
2023-05-31,39.19313477550179,40.155113220214844,39.02949856483788,40.155113220214844,15147000,0.0,0.0,0.0,0.017081078866615584
2023-06-01,39.81792614074331,41.25593035482028,39.480738084726426,40.76998519897461,14767400,0.0,0.0,0.0,0.015312420497677115
2023-06-02,41.363037867813006,41.68237324877531,40.51213259727586,41.27576446533203,18025400,0.0,0.0,0.0,0.012405676967725432
2023-06-05,41.236098167215,41.8807198181629,40.95841144416166,41.712127685546875,14419900,0.0,0.0,0.0,0.01057189917297241
2023-06-06,41.04766817583288,42.426171064266576,40.690645082942865,42.32699966430664,15320300,0.0,0.0,0.0,0.014740844279032439
2023-06-07,42.941869459875804,43.467488457698146,41.74187815161911,41.90055465698242,21574800,0.0,0.0,0.0,-0.010075011475094708
2023-06-08,41.74187932499165,42.38154506922853,41.56336777854664,42.32699966430664,11506300,0.0,0.0,0.0,0.01017755041228674
2023-06-09,43.14021884571797,43.47740691445864,42.08898456478611,42.15840530395508,16319700,0.0,0.0,0.0,-0.003983139879714548
2023-06-12,42.406335619534396,43.179886907733724,42.17823837530459,42.922035217285156,14792100,0.0,0.0,0.0,0.018113349113289212
2023-06-13,43.52699000945627,44.042689600359665,43.21955640673336,43.923683166503906,18559100,0.0,0.0,0.0,0.02333645047696553
