date,open,high,low,close,volume,dividends,stock_splits,daily_return
2023-03-03,34.0,34.59000015258789,33.79999923706055,34.56999969482422,14990400,0.0,0.0,0.0
2023-03-06,34.584999084472656,35.11000061035156,33.849998474121094,33.880001068115234,18903000,0.0,0.0,-0.01995946291004136
2023-03-07,33.849998474121094,35.0,33.599998474121094,34.13999938964844,25538400,0.0,0.0,0.007674094254320751
2023-03-08,34.0099983215332,34.630001068115234,33.52000045776367,34.0099983215332,16174300,0.0,0.0,-0.0038078813836960324
2023-03-09,34.40999984741211,34.52000045776367,32.279998779296875,32.31999969482422,27629700,0.0,0.0,-0.049691229347664345
2023-03-10,32.0,32.03499984741211,30.770000457763672,31.110000610351562,32553600,0.0,0.0,-0.037438090838423754
2023-03-13,30.584999084472656,31.084999084472656,29.969999313354492,30.81999969482422,24302600,0.0,0.0,-0.009321790737311986
2023-03-14,32.939998626708984,33.41999816894531,32.15999984741211,32.36000061035156,34241800,0.0,0.0,0.04996758373706167
2023-03-15,31.829999923706055,32.23500061035156,31.385000228881836,31.969999313354492,28434900,0.0,0.0,-0.012051955798551894
2023-03-16,31.59000015258789,32.900001525878906,31.549999237060547,32.72999954223633,20044700,0.0,0.0,0.023772294188457055
2023-03-17,32.380001068115234,32.470001220703125,31.510000228881836,31.780000686645508,27102500,0.0,0.0,-0.029025324438666678
2023-03-20,31.600000381469727,32.36000061035156,31.459999084472656,31.93000030517578,14157800,0.0,0.0,0.0047199375484376915
2023-03-21,32.33000183105469,33.13999938964844,32.22999954223633,32.86000061035156,19780200,0.0,0.0,0.029126222871505236
2023-03-22,32.58000183105469,32.720001220703125,31.5,31.520000457763672,24636400,0.0,0.0,-0.04077906657633368
2023-03-23,31.8799991607666,32.20000076293945,30.75,31.18000030517578,16806900,0.0,0.0,-0.010786806714786823
2023-03-24,30.940000534057617,31.149999618530273,30.290000915527344,30.75,14775300,0.0,0.0,-0.013790901249747689
2023-03-27,31.030000686645508,31.040000915527344,30.139999389648438,30.6200008392334,17918000,0.0,0.0,-0.004227614984279704
2023-03-28,30.530000686645508,30.860000610351562,29.979999542236328,30.06999969482422,23087300,0.0,0.0,-0.017962153146137805
2023-03-29,30.6200008392334,30.899999618530273,30.200000762939453,30.8700008392334,18917500,0.0,0.0,0.02660462761982929
2023-03-30,31.5,31.850000381469727,30.8799991607666,31.190000534057617,16261300,0.0,0.0,0.010366041014729266
2023-03-31,31.420000076293945,31.844999313354492,31.209999084472656,31.700000762939453,14824600,0.0,0.0,0.016351401736109272
2023-04-03,31.5,31.7549991607666,31.16699981689453,31.459999084472656,23529100,0.0,0.0,-0.007571030684244806
2023-04-04,31.940000534057617,32.130001068115234,31.28499984741211,31.389999389648438,15146900,0.0,0.0,-0.002225038043906613
2023-04-05,30.950000762939453,31.235000610351562,30.469999313354492,31.1200008392334,17243300,0.0,0.0,-0.008601419422265999
2023-04-06,30.93000030517578,31.489999771118164,30.5,31.18000030517578,14486900,0.0,0.0,0.0019280033523245699
2023-04-10,30.959999084472656,31.78499984741211,30.610000610351562,31.739999771118164,16463100,0.0,0.0,0.01796021361325728
2023-04-11,31.75,31.799999237060547,30.8799991607666,31.1200008392334,16906500,0.0,0.0,-0.01953367789400351
2023-04-12,31.190000534057617,31.450000762939453,30.399999618530273,30.59000015258789,15964900,0.0,0.0,-0.017030869934210546
2023-04-13,30.834999084472656,31.59000015258789,30.690000534057617,31.440000534057617,15079600,0.0,0.0,0.02778687078227482
2023-04-14,31.309999465942383,31.6200008392334,30.93000030517578,31.479999542236328,11851900,0.0,0.0,0.0012722330629537648
2023-04-17,32.189998626708984,32.189998626708984,31.6299991607666,32.08000183105469,25206200,0.0,0.0,0.019059793441653206
2023-04-18,32.369998931884766,32.93000030517578,31.610000610351562,31.729999542236328,18698600,0.0,0.0,-0.010910295163373163
2023-04-19,31.350000381469727,32.369998931884766,31.15999984741211,32.040000915527344,13822000,0.0,0.0,0.009769977238050842
2023-04-20,31.520000457763672,32.040000915527344,31.399999618530273,31.5,12747100,0.0,0.0,-0.016853960677187363
